test,arch,platform,passed,status,extra_args,handler,handler_time,ram_size,rom_size
tests/subsys/logging/log_output/logging.log_output,arm,nrf52_vbluno52,True,,,na,,33948,32491
tests/subsys/shell/shell_history/shell.history,arm,nrf52_vbluno52,True,,,na,,41795,42605
tests/ztest/base/testing.ztest.verbose_0,arm,nrf52_vbluno52,True,,CONF_FILE=prj_verbose_0.conf,na,,21501,21759
tests/ztest/base/testing.ztest.verbose_1,arm,nrf52_vbluno52,True,,CONF_FILE=prj_verbose_1.conf,na,,21727,22153
tests/ztest/base/testing.ztest.verbose_2,arm,nrf52_vbluno52,True,,CONF_FILE=prj_verbose_2.conf,na,,21743,22209
tests/ztest/custom_output/testing.ztest.customized_output,arm,nrf52_vbluno52,True,,CONF_FILE=prj_customized_output.conf,na,,21497,21567
tests/ztest/custom_output/testing.ztest.regular_output,arm,nrf52_vbluno52,True,,,na,,21481,21631
samples/application_development/external_lib/sample.app_dev.external_lib,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,17510,14532
samples/basic/blink_led/sample.blink_led,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
samples/basic/fade_led/sample.fade_led,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
samples/basic/rgb_led/sample.rgb_led,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
samples/basic/servo_motor/sample.servo_motor,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,16508,13614
samples/cpp_synchronization/sample.cpp_syncronisation,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,19294,14236
samples/display/grove_display/sample.display.grove_display,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,18288,15334
samples/drivers/crypto/sample.driver.crypto.mbedtls,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_mtls_shim.conf,na,,42262,48269
samples/drivers/crypto/sample.driver.crypto.mbedtls.micro,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,33314,31861
samples/drivers/current_sensing/sample.driver.current_sensing,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,17246,14340
samples/drivers/entropy/sample.driver.entropy,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
samples/drivers/i2c_fujitsu_fram/sample.driver.i2c_fujitsu_fram,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
samples/drivers/watchdog/sample.driver.watchdog,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,27772,24542
samples/hello_world/sample.helloworld,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,14748,11774
samples/mpu/mpu_test/sample.mpu.mpu_test,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,46078,43176
samples/net/sockets/big_http_download/sample.net.sockets.big_http_download,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,109853,93878
samples/net/sockets/big_http_download/sample.net.sockets.big_http_download.posix,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,111661,94270
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,70000,58172
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server.posix,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,71796,58552
samples/net/sockets/http_client/sample.net.sockets.http_client,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,118620,113354
samples/net/sockets/http_get/sample.net.sockets.http_get,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,96159,79928
samples/net/sockets/http_get/sample.net.sockets.http_get.posix,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,97955,80308
samples/net/sockets/websocket_client/sample.net.sockets.websocket_client,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,132646,123496
samples/nfc/nfc_hello/sample.nfc.hello,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,19202,15796
samples/philosophers/sample.philosopher,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1,na,,28762,23248
samples/philosophers/sample.philosopher.coop_only,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1,na,,27688,22218
samples/philosophers/sample.philosopher.fifos,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1 -DFORKS=FIFOS,na,,28762,23248
samples/philosophers/sample.philosopher.lifos,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1 -DFORKS=LIFOS,na,,28762,23248
samples/philosophers/sample.philosopher.preempt_only,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1,na,,28754,23228
samples/philosophers/sample.philosopher.same_prio,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,28762,23248
samples/philosophers/sample.philosopher.semaphores,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,28762,23248
samples/philosophers/sample.philosopher.stacks,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1 -DFORKS=STACKS,na,,28762,23248
samples/philosophers/sample.philosopher.static,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1 -DSTATIC_OBJS=1,na,,28762,23248
samples/philosophers/sample.philosopher.tracing,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1,na,,28762,23248
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1,na,,30798,25756
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher.same_prio,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,30798,25756
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher.semaphores,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,30798,25756
samples/portability/cmsis_rtos_v1/timer_synchronization/sample.portability.cmsis_rtos_v1.timer_synchronization,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,26844,25010
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1,na,,33384,25102
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher.same_prio,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,33384,25102
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher.semaphores,arm,nrf5340_dk_nrf5340_cpuapp,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,33384,25102
samples/portability/cmsis_rtos_v2/timer_synchronization/sample.portability.cmsis_rtos_v2.timer_synchronization,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,27138,25224
samples/sensor/max44009/sample.sensor.max44009,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
samples/sensor/mcp9808/sample.sensor.mcp9808,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
samples/sensor/th02/sample.sensor.th02,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
samples/sensor/thermometer/sample.sensor.thermometer,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,20146,17328
samples/sensor/tmp112/sample.sensor.tmp112,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
samples/subsys/console/echo/sample.subsys.console.echo,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,17748,14290
samples/subsys/console/getchar/sample.subsys.console.getchar,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,17058,14040
samples/subsys/console/getline/sample.subsys.console.getline,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,18786,15554
samples/subsys/logging/logger/samples.logger,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,31839,27346
samples/subsys/logging/logger/samples.logger.rtt,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,34235,28604
samples/subsys/logging/logger/samples.logger.usermode,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,58326,58396
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,49295,47756
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal,arm,nrf5340_dk_nrf5340_cpuapp,True,,"CONF_FILE=""prj_minimal.conf""",na,,28594,24622
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal_rtt,arm,nrf5340_dk_nrf5340_cpuapp,True,,"CONF_FILE=""prj_minimal_rtt.conf""",na,,30134,24984
samples/synchronization/sample.synchronization,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,18300,13106
samples/testing/integration/section.subsection,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,21925,22499
samples/userspace/prod_consumer/sample.userspace.prod_consumer,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,57087,56396
samples/userspace/shared_mem/sample.kernel.memory_protection.shared_mem,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,38447,33152
tests/application_development/cpp/misc.app_dev.cpp,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,25641,25571
tests/application_development/gen_inc_file/buildsystem.include_file,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,23431,24757
tests/application_development/libcxx/misc.app_dev.libcxx,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,51319,56123
tests/application_development/libcxx/misc.app_dev.libcxx.exceptions,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,51379,56183
tests/arch/arm/arm_interrupt/arch.interrupt.arm,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,22637,23699
tests/arch/arm/arm_interrupt/arch.interrupt.no_optimizations,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,45641,48895
tests/arch/arm/arm_irq_vector_table/arch.interrupt.arm.irq_vector_table,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,20143,20773
tests/arch/arm/arm_ramfunc/arch.ramfunc,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,52315,59324
tests/arch/arm/arm_runtime_nmi/arch.interrupt.arm.nmi,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,23331,24145
tests/arch/arm/arm_thread_swap/arch.arm.swap.common,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,56020,62404
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fp_sharing,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,58668,65820
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fp_sharing.no_optimizations,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,116340,129612
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.no_optimizations,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,112324,124824
tests/arch/arm/arm_zero_latency_irqs/arch.zero_latency_interrupts,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,22515,23521
tests/benchmarks/app_kernel/benchmark.application,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,48073,30510
tests/benchmarks/boot_time/benchmark.boot_time,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
tests/benchmarks/latency_measure/benchmark.latency,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,29766,24368
tests/benchmarks/sched/benchmark.scheduler,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,17208,13110
tests/benchmarks/sys_kernel/benchmark.kernel,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,45426,25308
tests/benchmarks/timing_info/benchmark.timing.default_kernel,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,33328,28590
tests/benchmarks/timing_info/benchmark.timing.userspace,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_userspace.conf,na,,58449,57714
tests/crypto/mbedtls/crypto.mbedtls,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,105797,127046
tests/crypto/rand32/crypto.rand32,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,22553,23487
tests/crypto/rand32/crypto.rand32.random_ctr_drbg,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_ctr_drbg.conf,na,,0,0
tests/crypto/rand32/crypto.rand32.random_hw_xoroshiro,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_hw_random_xoroshiro.conf,na,,0,0
tests/crypto/rand32/crypto.rand32.random_sw_systimer,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_sw_random_systimer.conf,na,,22553,23487
tests/drivers/entropy/api/peripheral.entropy,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
tests/drivers/i2c/i2c_api/peripheral.i2c,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,26139,27889
tests/drivers/ipm/peripheral.mailbox,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,25914,27016
tests/drivers/pwm/pwm_api/peripheral.pwm,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,25645,28151
tests/drivers/uart/uart_async_api/peripheral.uart_async_api,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,33930,33578
tests/drivers/uart/uart_basic_api/peripheral.uart,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,24411,25663
tests/drivers/uart/uart_basic_api/peripheral.uart.poll,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_poll.conf,na,,22385,23335
tests/drivers/uart/uart_basic_api/peripheral.uart.shell,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_shell.conf,na,,43234,46332
tests/drivers/watchdog/wdt_basic_api/peripheral.watchdog,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,24827,26121
tests/kernel/common/kernel.common,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,75181,83798
tests/kernel/common/kernel.common.misra,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,75385,83986
tests/kernel/context/kernel.context,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,34441,32139
tests/kernel/critical/kernel.critical,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,29301,27007
tests/kernel/critical/kernel.critical.sam,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
tests/kernel/early_sleep/kernel.sleep,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,24750,25536
tests/kernel/fatal/kernel.common.stack_protection,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj.conf,na,,56555,61464
tests/kernel/fatal/kernel.common.stack_protection_arm_fp_sharing,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_arm_fp_sharing.conf,na,,57263,62224
tests/kernel/fatal/kernel.common.stack_protection_armv8m_mpu_stack_guard,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_armv8m_mpu_stack_guard.conf,na,,56763,61648
tests/kernel/fatal/kernel.common.stack_protection_no_userspace,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=protection_no_userspace.conf,na,,25751,24917
tests/kernel/fatal/kernel.common.stack_sentinel,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=sentinel.conf,na,,25835,25153
tests/kernel/fifo/fifo_api/kernel.fifo,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,30207,30193
tests/kernel/fifo/fifo_api/kernel.fifo.poll,arm,nrf5340_dk_nrf5340_cpuapp,True,,"CONF_FILE=""prj_poll.conf""",na,,32269,32735
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,38921,29931
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout.poll,arm,nrf5340_dk_nrf5340_cpuapp,True,,"CONF_FILE=""prj_poll.conf""",na,,40995,32501
tests/kernel/fifo/fifo_usage/kernel.fifo.usage,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,26961,26867
tests/kernel/fifo/fifo_usage/kernel.fifo.usage.poll,arm,nrf5340_dk_nrf5340_cpuapp,True,,"CONF_FILE=""prj_poll.conf""",na,,29043,29437
tests/kernel/fp_sharing/float_disable/kernel.fp_sharing.float_disable.arm,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,58527,63172
tests/kernel/fp_sharing/generic/kernel.fp_sharing,arm,nrf5340_dk_nrf5340_cpuapp,True,,PI_NUM_ITERATIONS=70000,na,,34074,25960
tests/kernel/fp_sharing/generic/kernel.fp_sharing.arc,arm,nrf5340_dk_nrf5340_cpuapp,True,,PI_NUM_ITERATIONS=500,na,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,20598,22208
tests/kernel/interrupt/arch.interrupt,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,23751,25273
tests/kernel/lifo/lifo_api/kernel.lifo,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,27283,27177
tests/kernel/lifo/lifo_usage/kernel.lifo.usage,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,40949,29479
tests/kernel/mbox/mbox_api/kernel.mailbox.api,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,35558,33531
tests/kernel/mbox/mbox_usage/kernel.mailbox.usage,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,26588,26017
tests/kernel/mem_heap/mheap_api_concept/kernel.memory_heap,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,25013,26003
tests/kernel/mem_pool/mem_pool/kernel.memory_pool,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,37333,27827
tests/kernel/mem_pool/mem_pool_api/kernel.memory_pool.api,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,26691,26993
tests/kernel/mem_pool/mem_pool_concept/kernel.memory_pool.concept,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,28893,28363
tests/kernel/mem_pool/mem_pool_threadsafe/kernel.memory_pool.threadsafe,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,26897,24819
tests/kernel/mem_pool/sys_mem_pool/kernel.memory_pool.sys,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,61439,67772
tests/kernel/mem_protect/futex/kernel.futex,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,69957,72586
tests/kernel/mem_protect/mem_protect/kernel.memory_protection,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,75129,75002
tests/kernel/mem_protect/mem_protect/kernel.memory_protection.armv8m_gap_filling,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONFIG_MPU_GAP_FILLING=y,na,,75059,74932
tests/kernel/mem_protect/obj_validation/kernel.memory_protection.obj_validation,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,62751,61096
tests/kernel/mem_protect/protection/kernel.memory_protection.protection,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,24807,25937
tests/kernel/mem_protect/stack_random/kernel.memory_protection.stack_random,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,25259,24065
tests/kernel/mem_protect/stackprot/kernel.memory_protection.stackprot,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,67361,71642
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,66511,70708
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem.nouser,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,30663,29285
tests/kernel/mem_protect/syscalls/kernel.memory_protection.syscalls,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,57073,64290
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,76858,77458
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace.armv8m_gap_filling,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONFIG_MPU_GAP_FILLING=y,na,,76788,77388
tests/kernel/mem_slab/mslab/kernel.memory_slabs.api.test,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,28823,25545
tests/kernel/mem_slab/mslab_api/kernel.memory_slabs.api,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,24411,26209
tests/kernel/mem_slab/mslab_concept/kernel.memory_slabs.concept,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,26239,25413
tests/kernel/mem_slab/mslab_threadsafe/kernel.memory_slabs.threadsafe,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,25047,23097
tests/kernel/mp/kernel.multiprocessing,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
tests/kernel/msgq/msgq_api/kernel.message_queue,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,63035,68664
tests/kernel/mutex/mutex_api/kernel.mutex,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,55427,61964
tests/kernel/mutex/sys_mutex/sys.mutex,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,67125,70602
tests/kernel/mutex/sys_mutex/sys.mutex.nouser,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,30781,28815
tests/kernel/obj_tracing/kernel.object_tracing,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,41824,31282
tests/kernel/pending/kernel.pending,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,33615,31673
tests/kernel/pipe/pipe/kernel.pipe,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,59107,67316
tests/kernel/pipe/pipe_api/kernel.pipe.api,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,61687,66648
tests/kernel/poll/kernel.poll,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,66599,73316
tests/kernel/profiling/profiling_api/kernel.profiling,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,29777,27816
tests/kernel/queue/kernel.queue,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,65747,70516
tests/kernel/queue/kernel.queue.poll,arm,nrf5340_dk_nrf5340_cpuapp,True,,"CONF_FILE=""prj_poll.conf""",na,,68951,74460
tests/kernel/sched/deadline/kernel.sched.deadline,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,27377,25079
tests/kernel/sched/metairq/kernel.sched.metairq,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,27547,25125
tests/kernel/sched/preempt/kernel.sched.preempt,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,29587,26829
tests/kernel/sched/schedule_api/kernel.sched,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,86315,83332
tests/kernel/sched/schedule_api/kernel.sched.multiq,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_multiq.conf,na,,86551,83316
tests/kernel/sched/schedule_api/kernel.sched.multiq_no_timeslicing,arm,nrf5340_dk_nrf5340_cpuapp,True,,CONF_FILE=prj_multiq.conf,na,,82089,80002
tests/kernel/sched/schedule_api/kernel.sched_no_timeslicing,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,81833,79998
tests/kernel/semaphore/semaphore/kernel.semaphore,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,74003,77276
tests/kernel/sleep/kernel.timing,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,57324,63393
tests/kernel/smp/kernel.multiprocessing.smp,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
tests/kernel/spinlock/kernel.multiprocessing.spinlock,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
tests/kernel/stack/stack/kernel.stack.usage,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,59535,65348
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,59053,61586
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,14056,15150
tests/kernel/threads/thread_apis/kernel.threads.apis,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,69267,75620
tests/kernel/threads/thread_init/kernel.threads.init,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,60585,64822
tests/kernel/tickless/tickless/kernel.tickless,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,0,0
tests/kernel/tickless/tickless_concept/kernel.tickless.concept,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,25561,23947
tests/kernel/timer/starve/kernel.timer.starve,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,25939,27013
tests/kernel/timer/timer_api/kernel.timer,arm,nrf5340_dk_nrf5340_cpuapp,True,,,na,,61205,69214
tests/kernel/timer/timer_api/kernel.timer.tickless,arm,nrf5340_dk_nrf5340_cpuapp,True,,"CONF_FILE=""prj_tickless.conf""",na,,31017,33131
