test,arch,platform,passed,status,extra_args,handler,handler_time,ram_size,rom_size
tests/kernel/fifo/fifo_api/kernel.fifo,arm,atsamd21_xpro,True,,,na,,28749,27497
tests/kernel/fifo/fifo_api/kernel.fifo.poll,arm,atsamd21_xpro,True,,"CONF_FILE=""prj_poll.conf""",na,,30925,30153
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout,arm,atsamd21_xpro,True,,,na,,37163,26887
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout.poll,arm,atsamd21_xpro,True,,"CONF_FILE=""prj_poll.conf""",na,,39359,29579
tests/kernel/fifo/fifo_usage/kernel.fifo.usage,arm,atsamd21_xpro,True,,,na,,25585,24237
tests/kernel/fifo/fifo_usage/kernel.fifo.usage.poll,arm,atsamd21_xpro,True,,"CONF_FILE=""prj_poll.conf""",na,,27789,26929
tests/kernel/fp_sharing/float_disable/kernel.fp_sharing.float_disable.arm,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/fp_sharing/generic/kernel.fp_sharing,arm,atsamd21_xpro,True,,PI_NUM_ITERATIONS=70000,na,,0,0
tests/kernel/fp_sharing/generic/kernel.fp_sharing.arc,arm,atsamd21_xpro,True,,PI_NUM_ITERATIONS=500,na,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/interrupt/arch.interrupt,arm,atsamd21_xpro,True,,,na,,22157,22409
tests/kernel/lifo/lifo_api/kernel.lifo,arm,atsamd21_xpro,True,,,na,,25919,24567
tests/kernel/lifo/lifo_usage/kernel.lifo.usage,arm,atsamd21_xpro,True,,,na,,39271,26531
tests/kernel/mbox/mbox_api/kernel.mailbox.api,arm,atsamd21_xpro,True,,,na,,34294,30965
tests/kernel/mbox/mbox_usage/kernel.mailbox.usage,arm,atsamd21_xpro,True,,,na,,25004,23083
tests/kernel/mem_heap/mheap_api_concept/kernel.memory_heap,arm,atsamd21_xpro,True,,,na,,23691,23323
tests/kernel/mem_pool/mem_pool/kernel.memory_pool,arm,atsamd21_xpro,True,,,na,,36029,25181
tests/kernel/mem_pool/mem_pool_api/kernel.memory_pool.api,arm,atsamd21_xpro,True,,,na,,25391,24431
tests/kernel/mem_pool/mem_pool_concept/kernel.memory_pool.concept,arm,atsamd21_xpro,True,,,na,,27433,25569
tests/kernel/mem_pool/mem_pool_threadsafe/kernel.memory_pool.threadsafe,arm,atsamd21_xpro,True,,,na,,25649,22241
tests/kernel/mem_pool/sys_mem_pool/kernel.memory_pool.sys,arm,atsamd21_xpro,True,,,na,,32065,31561
tests/kernel/mem_protect/mem_protect/kernel.memory_protection,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/mem_protect/mem_protect/kernel.memory_protection.armv8m_gap_filling,arm,atsamd21_xpro,True,,CONFIG_MPU_GAP_FILLING=y,na,,0,0
tests/kernel/mem_protect/obj_validation/kernel.memory_protection.obj_validation,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/mem_protect/protection/kernel.memory_protection.protection,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/mem_protect/stack_random/kernel.memory_protection.stack_random,arm,atsamd21_xpro,True,,,na,,23661,21113
tests/kernel/mem_protect/stackprot/kernel.memory_protection.stackprot,arm,atsamd21_xpro,True,,,na,,27557,24809
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem.nouser,arm,atsamd21_xpro,True,,,na,,29011,26415
tests/kernel/mem_protect/syscalls/kernel.memory_protection.syscalls,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/mem_slab/mslab/kernel.memory_slabs.api.test,arm,atsamd21_xpro,True,,,na,,27237,22609
tests/kernel/mem_slab/mslab_api/kernel.memory_slabs.api,arm,atsamd21_xpro,True,,,na,,22801,23241
tests/kernel/mem_slab/mslab_concept/kernel.memory_slabs.concept,arm,atsamd21_xpro,True,,,na,,24629,22469
tests/kernel/mem_slab/mslab_threadsafe/kernel.memory_slabs.threadsafe,arm,atsamd21_xpro,True,,,na,,24449,21169
tests/kernel/mp/kernel.multiprocessing,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/msgq/msgq_api/kernel.message_queue,arm,atsamd21_xpro,True,,,na,,30509,29281
tests/kernel/mutex/mutex_api/kernel.mutex,arm,atsamd21_xpro,True,,,na,,24369,24041
tests/kernel/mutex/sys_mutex/sys.mutex,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/mutex/sys_mutex/sys.mutex.nouser,arm,atsamd21_xpro,True,,,na,,29195,25927
tests/kernel/obj_tracing/kernel.object_tracing,arm,atsamd21_xpro,True,,,na,,40268,28420
tests/kernel/pending/kernel.pending,arm,atsamd21_xpro,True,,,na,,32397,29133
tests/kernel/pipe/pipe/kernel.pipe,arm,atsamd21_xpro,True,,,na,,30354,30927
tests/kernel/pipe/pipe_api/kernel.pipe.api,arm,atsamd21_xpro,True,,,na,,33803,31627
tests/kernel/poll/kernel.poll,arm,atsamd21_xpro,True,,,na,,35073,34593
tests/kernel/profiling/profiling_api/kernel.profiling,arm,atsamd21_xpro,True,,,na,,28937,25526
tests/kernel/queue/kernel.queue,arm,atsamd21_xpro,True,,,na,,30247,28279
tests/kernel/queue/kernel.queue.poll,arm,atsamd21_xpro,True,,"CONF_FILE=""prj_poll.conf""",na,,32431,30943
tests/kernel/sched/deadline/kernel.sched.deadline,arm,atsamd21_xpro,True,,,na,,25697,22101
tests/kernel/sched/metairq/kernel.sched.metairq,arm,atsamd21_xpro,True,,,na,,25889,22125
tests/kernel/sched/preempt/kernel.sched.preempt,arm,atsamd21_xpro,True,,,na,,27993,24021
tests/kernel/semaphore/semaphore/kernel.semaphore,arm,atsamd21_xpro,True,,,na,,36293,32721
tests/kernel/sleep/kernel.timing,arm,atsamd21_xpro,True,,,na,,24626,24014
tests/kernel/smp/kernel.multiprocessing.smp,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/spinlock/kernel.multiprocessing.spinlock,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/stack/stack/kernel.stack.usage,arm,atsamd21_xpro,True,,,na,,27413,26365
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,arm,atsamd21_xpro,True,,,na,,15802,15946
tests/kernel/threads/thread_apis/kernel.threads.apis,arm,atsamd21_xpro,True,,,na,,34629,34205
tests/kernel/threads/thread_init/kernel.threads.init,arm,atsamd21_xpro,True,,,na,,24203,21439
tests/kernel/tickless/tickless/kernel.tickless,arm,atsamd21_xpro,True,,,na,,0,0
tests/kernel/tickless/tickless_concept/kernel.tickless.concept,arm,atsamd21_xpro,True,,,na,,24845,21897
tests/kernel/timer/starve/kernel.timer.starve,arm,atsamd21_xpro,True,,,na,,24403,24111
tests/kernel/timer/timer_api/kernel.timer,arm,atsamd21_xpro,True,,,na,,28793,29537
tests/kernel/timer/timer_api/kernel.timer.tickless,arm,atsamd21_xpro,True,,"CONF_FILE=""prj_tickless.conf""",na,,28881,29625
tests/kernel/timer/timer_monotonic/kernel.timer.monotonic,arm,atsamd21_xpro,True,,,na,,21841,21525
tests/kernel/workq/work_queue/kernel.workqueue,arm,atsamd21_xpro,True,,,na,,35453,35029
tests/kernel/workq/work_queue_api/kernel.workqueue.api,arm,atsamd21_xpro,True,,,na,,36905,35717
tests/kernel/xip/arch.common.xip,arm,atsamd21_xpro,True,,,na,,20549,19905
tests/lib/c_lib/libraries.libc,arm,atsamd21_xpro,True,,,na,,22578,23468
tests/lib/fdtable/libraries.os.fdtable,arm,atsamd21_xpro,True,,,na,,24737,23653
tests/lib/json/libraries.encoding.json,arm,atsamd21_xpro,True,,,na,,27551,32323
tests/lib/mem_alloc/libraries.libc.minimal.mem_alloc,arm,atsamd21_xpro,True,,CONF_FILE=prj.conf,na,,26719,26697
tests/lib/mem_alloc/libraries.libc.newlib,arm,atsamd21_xpro,True,,CONF_FILE=prj_newlib.conf,na,,22881,22561
tests/lib/ringbuffer/libraries.data_structures,arm,atsamd21_xpro,True,,,na,,26108,26931
tests/lib/sprintf/libraries.libc.sprintf,arm,atsamd21_xpro,True,,,na,,26003,28963
tests/misc/test_build/test_debug,arm,atsamd21_xpro,True,,CONF_FILE=debug.conf,na,,24860,22948
tests/net/buf/net.buf,arm,atsamd21_xpro,True,,,na,,35919,28823
tests/portability/cmsis_rtos_v1/portability.cmsis_rtos_v1,arm,atsamd21_xpro,True,,,na,,51929,48157
tests/portability/cmsis_rtos_v2/portability.cmsis_rtos_v2,arm,atsamd21_xpro,True,,,na,,70591,63807
tests/shell/shell,arm,atsamd21_xpro,True,,,na,,42273,44689
tests/subsys/debug/tracing/tracing.openocd,arm,atsamd21_xpro,True,,,na,,17956,12788
tests/subsys/logging/log_core/logging.log_core,arm,atsamd21_xpro,True,,,na,,27674,22771
tests/subsys/logging/log_list/logging.log_list,arm,atsamd21_xpro,True,,,na,,32306,30623
tests/subsys/logging/log_msg/logging.log_msg,arm,atsamd21_xpro,True,,,na,,34116,33377
tests/subsys/logging/log_output/logging.log_output,arm,atsamd21_xpro,True,,,na,,32984,30729
tests/subsys/shell/shell_history/shell.history,arm,atsamd21_xpro,True,,,na,,41305,41233
tests/ztest/base/testing.ztest.verbose_0,arm,atsamd21_xpro,True,,CONF_FILE=prj_verbose_0.conf,na,,20539,19887
tests/ztest/base/testing.ztest.verbose_1,arm,atsamd21_xpro,True,,CONF_FILE=prj_verbose_1.conf,na,,20765,20281
tests/ztest/base/testing.ztest.verbose_2,arm,atsamd21_xpro,True,,CONF_FILE=prj_verbose_2.conf,na,,20777,20333
tests/ztest/custom_output/testing.ztest.customized_output,arm,atsamd21_xpro,True,,CONF_FILE=prj_customized_output.conf,na,,20553,19709
tests/ztest/custom_output/testing.ztest.regular_output,arm,atsamd21_xpro,True,,,na,,20525,19761
samples/application_development/external_lib/sample.app_dev.external_lib,arm,atsamr21_xpro,True,,,na,,15564,12708
samples/basic/blinky/sample.blinky,arm,atsamr21_xpro,True,,,na,,13148,10256
samples/basic/button/sample.button,arm,atsamr21_xpro,True,,,na,,13288,10456
samples/basic/threads/sample.threads,arm,atsamr21_xpro,True,,,na,,0,0
samples/cpp_synchronization/sample.cpp_syncronisation,arm,atsamr21_xpro,True,,,na,,17072,12144
samples/display/grove_display/sample.display.grove_display,arm,atsamr21_xpro,True,,,na,,15426,12602
samples/drivers/crypto/sample.driver.crypto.mbedtls,arm,atsamr21_xpro,True,,CONF_FILE=prj_mtls_shim.conf,na,,39664,45177
samples/drivers/crypto/sample.driver.crypto.mbedtls.micro,arm,atsamr21_xpro,True,,,na,,30148,28201
samples/drivers/current_sensing/sample.driver.current_sensing,arm,atsamr21_xpro,True,,,na,,14150,11378
samples/drivers/entropy/sample.driver.entropy,arm,atsamr21_xpro,True,,,na,,0,0
samples/drivers/gpio/sample.driver.gpio,arm,atsamr21_xpro,True,,,na,,13356,10600
samples/drivers/i2c_fujitsu_fram/sample.driver.i2c_fujitsu_fram,arm,atsamr21_xpro,True,,,na,,0,0
samples/drivers/led_apa102c_bitbang/sample.driver.led_apa102c_bitbang,arm,atsamr21_xpro,True,,,na,,0,0
samples/drivers/spi_flash/sample.driver.spi_flash,arm,atsamr21_xpro,True,,,na,,0,0
samples/drivers/spi_flash/sample.driver.spi_flash_dpd,arm,atsamr21_xpro,True,,,na,,0,0
samples/drivers/spi_fujitsu_fram/sample.driver.spi_fujitsu_fram,arm,atsamr21_xpro,True,,,na,,0,0
samples/hello_world/sample.helloworld,arm,atsamr21_xpro,True,,,na,,12652,9788
samples/mpu/mpu_test/sample.mpu.mpu_test,arm,atsamr21_xpro,True,,,na,,0,0
samples/net/sockets/big_http_download/sample.net.sockets.big_http_download,arm,atsamr21_xpro,True,,,na,,111391,94824
samples/net/sockets/big_http_download/sample.net.sockets.big_http_download.posix,arm,atsamr21_xpro,True,,,na,,113173,95190
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server,arm,atsamr21_xpro,True,,,na,,68898,56474
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server.netusb,arm,atsamr21_xpro,True,,"OVERLAY_CONFIG=""overlay-netusb.conf""",na,,68898,56474
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server.netusb_zeroconf,arm,atsamr21_xpro,True,,"OVERLAY_CONFIG=""overlay-netusb.conf;overlay-zeroconf.conf""",na,,68898,56474
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server.posix,arm,atsamr21_xpro,True,,,na,,70668,56828
samples/net/sockets/http_client/sample.net.sockets.http_client,arm,atsamr21_xpro,True,,,na,,117720,111952
samples/net/sockets/http_get/sample.net.sockets.http_get,arm,atsamr21_xpro,True,,,na,,95661,78838
samples/net/sockets/http_get/sample.net.sockets.http_get.posix,arm,atsamr21_xpro,True,,,na,,97431,79192
samples/nfc/nfc_hello/sample.nfc.hello,arm,atsamr21_xpro,True,,,na,,16740,13432
samples/philosophers/sample.philosopher,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1,na,,26054,20006
samples/philosophers/sample.philosopher.coop_only,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1,na,,24966,18958
samples/philosophers/sample.philosopher.fifos,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1 -DFORKS=FIFOS,na,,26054,20006
samples/philosophers/sample.philosopher.lifos,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1 -DFORKS=LIFOS,na,,26054,20006
samples/philosophers/sample.philosopher.preempt_only,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1,na,,26046,19986
samples/philosophers/sample.philosopher.same_prio,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,26054,20006
samples/philosophers/sample.philosopher.semaphores,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,26054,20006
samples/philosophers/sample.philosopher.stacks,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1 -DFORKS=STACKS,na,,26054,20006
samples/philosophers/sample.philosopher.static,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1 -DSTATIC_OBJS=1,na,,26054,20006
samples/philosophers/sample.philosopher.tracing,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1,na,,26054,20006
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1,na,,28352,22708
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher.same_prio,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,28352,22708
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher.semaphores,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,28352,22708
samples/portability/cmsis_rtos_v1/timer_synchronization/sample.portability.cmsis_rtos_v1.timer_synchronization,arm,atsamr21_xpro,True,,,na,,24206,21774
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1,na,,31830,22946
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher.same_prio,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,31830,22946
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher.semaphores,arm,atsamr21_xpro,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,31830,22946
samples/portability/cmsis_rtos_v2/timer_synchronization/sample.portability.cmsis_rtos_v2.timer_synchronization,arm,atsamr21_xpro,True,,,na,,25630,23114
samples/sensor/bmg160/sample.sensor.bmg160,arm,atsamr21_xpro,True,,,na,,0,0
samples/sensor/bmm150/sample.sensor.bmm150,arm,atsamr21_xpro,True,,,na,,0,0
samples/sensor/hmc5883l/sample.sensor.hmc5883l,arm,atsamr21_xpro,True,,,na,,0,0
samples/sensor/magn_polling/sample.sensor.magn_polling,arm,atsamr21_xpro,True,,,na,,0,0
samples/sensor/max44009/sample.sensor.max44009,arm,atsamr21_xpro,True,,,na,,0,0
samples/sensor/mcp9808/sample.sensor.mcp9808,arm,atsamr21_xpro,True,,,na,,0,0
samples/sensor/sx9500/sample.sensor.sx9500,arm,atsamr21_xpro,True,,,na,,0,0
samples/sensor/th02/sample.sensor.th02,arm,atsamr21_xpro,True,,,na,,0,0
samples/sensor/thermometer/sample.sensor.thermometer,arm,atsamr21_xpro,True,,,na,,19036,16340
samples/sensor/tmp112/sample.sensor.tmp112,arm,atsamr21_xpro,True,,,na,,0,0
samples/subsys/console/echo/sample.subsys.console.echo,arm,atsamr21_xpro,True,,,na,,15094,11734
samples/subsys/console/getchar/sample.subsys.console.getchar,arm,atsamr21_xpro,True,,,na,,14406,11486
samples/subsys/console/getline/sample.subsys.console.getline,arm,atsamr21_xpro,True,,,na,,16322,13188
samples/subsys/logging/logger/samples.logger,arm,atsamr21_xpro,True,,,na,,28589,23614
samples/subsys/logging/logger/samples.logger.rtt,arm,atsamr21_xpro,True,,,na,,31015,24882
samples/subsys/logging/logger/samples.logger.usermode,arm,atsamr21_xpro,True,,,na,,0,0
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal,arm,atsamr21_xpro,True,,"CONF_FILE=""prj_minimal.conf""",na,,26078,22212
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal_rtt,arm,atsamr21_xpro,True,,"CONF_FILE=""prj_minimal_rtt.conf""",na,,27998,22978
samples/subsys/usb/cdc_acm/sample.usb.cdc-acm,arm,atsamr21_xpro,True,,,na,,39820,31561
samples/subsys/usb/cdc_acm/sample.usb.cdc-acm.comp,arm,atsamr21_xpro,True,,-DOVERLAY_CONFIG=overlay-composite-cdc-msc.conf,na,,39820,31561
samples/subsys/usb/cdc_acm_composite/sample.usb.cdc-acm-composite,arm,atsamr21_xpro,True,,,na,,39448,31785
samples/subsys/usb/hid-mouse/sample.usb.hid-mouse,arm,atsamr21_xpro,True,,,na,,34137,28494
samples/subsys/usb/hid/sample.usb.hid,arm,atsamr21_xpro,True,,,na,,34519,29112
samples/subsys/usb/hid/sample.usb.hid_composite,arm,atsamr21_xpro,True,,,na,,34519,29112
samples/subsys/usb/mass/sample.usb.mass_ram,arm,atsamr21_xpro,True,,"OVERLAY_CONFIG=""overlay-ram-disk.conf""",na,,54606,48336
samples/subsys/usb/testusb/sample.usb.loopback,arm,atsamr21_xpro,True,,,na,,35083,27396
samples/subsys/usb/webusb/sample.usb.webusb,arm,atsamr21_xpro,True,,,na,,33928,28249
samples/synchronization/sample.synchronization,arm,atsamr21_xpro,True,,,na,,16050,10982
samples/testing/integration/section.subsection,arm,atsamr21_xpro,True,,,na,,18735,17847
samples/userspace/prod_consumer/sample.userspace.prod_consumer,arm,atsamr21_xpro,True,,,na,,0,0
samples/userspace/shared_mem/sample.kernel.memory_protection.shared_mem,arm,atsamr21_xpro,True,,,na,,0,0
tests/application_development/cpp/misc.app_dev.cpp,arm,atsamr21_xpro,True,,,na,,22713,21181
tests/application_development/gen_inc_file/buildsystem.include_file,arm,atsamr21_xpro,True,,,na,,20213,20077
tests/application_development/libcxx/misc.app_dev.libcxx,arm,atsamr21_xpro,True,,,na,,48069,51297
tests/application_development/libcxx/misc.app_dev.libcxx.exceptions,arm,atsamr21_xpro,True,,,na,,48129,51357
tests/arch/arm/arm_interrupt/arch.interrupt.arm,arm,atsamr21_xpro,True,,,na,,19375,18975
tests/arch/arm/arm_interrupt/arch.interrupt.no_optimizations,arm,atsamr21_xpro,True,,,na,,39219,40587
tests/arch/arm/arm_irq_vector_table/arch.interrupt.arm.irq_vector_table,arm,atsamr21_xpro,True,,,na,,18817,18225
tests/arch/arm/arm_ramfunc/arch.ramfunc,arm,atsamr21_xpro,True,,,na,,19061,18801
tests/arch/arm/arm_runtime_nmi/arch.interrupt.arm.nmi,arm,atsamr21_xpro,True,,,na,,20117,19469
tests/arch/arm/arm_thread_swap/arch.arm.swap.common,arm,atsamr21_xpro,True,,,na,,22102,21301
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fp_sharing,arm,atsamr21_xpro,True,,,na,,0,0
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fp_sharing.no_optimizations,arm,atsamr21_xpro,True,,,na,,0,0
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.no_optimizations,arm,atsamr21_xpro,True,,,na,,41576,42495
tests/arch/arm/arm_zero_latency_irqs/arch.zero_latency_interrupts,arm,atsamr21_xpro,True,,,na,,0,0
tests/benchmarks/app_kernel/benchmark.application,arm,atsamr21_xpro,True,,,na,,45581,27440
tests/benchmarks/boot_time/benchmark.boot_time,arm,atsamr21_xpro,True,,,na,,14326,12566
tests/benchmarks/latency_measure/benchmark.latency,arm,atsamr21_xpro,True,,,na,,27500,21556
tests/benchmarks/sched/benchmark.scheduler,arm,atsamr21_xpro,True,,,na,,14938,10970
tests/benchmarks/sys_kernel/benchmark.kernel,arm,atsamr21_xpro,True,,,na,,42942,22254
tests/benchmarks/timing_info/benchmark.timing.default_kernel,arm,atsamr21_xpro,True,,,na,,30256,24944
tests/benchmarks/timing_info/benchmark.timing.userspace,arm,atsamr21_xpro,True,,CONF_FILE=prj_userspace.conf,na,,0,0
tests/crypto/rand32/crypto.rand32,arm,atsamr21_xpro,True,,,na,,19495,18963
tests/crypto/rand32/crypto.rand32.random_ctr_drbg,arm,atsamr21_xpro,True,,CONF_FILE=prj_ctr_drbg.conf,na,,0,0
tests/crypto/rand32/crypto.rand32.random_hw_xoroshiro,arm,atsamr21_xpro,True,,CONF_FILE=prj_hw_random_xoroshiro.conf,na,,0,0
tests/crypto/rand32/crypto.rand32.random_sw_systimer,arm,atsamr21_xpro,True,,CONF_FILE=prj_sw_random_systimer.conf,na,,19495,18963
tests/drivers/build_all/test_build_eeprom,arm,atsamr21_xpro,True,,CONF_FILE=eeprom.conf,na,,17606,14830
tests/drivers/build_all/test_build_gpio,arm,atsamr21_xpro,True,,CONF_FILE=gpio.conf,na,,19252,18932
tests/drivers/build_all/test_clock,arm,atsamr21_xpro,True,,,na,,16402,15718
tests/drivers/entropy/api/peripheral.entropy,arm,atsamr21_xpro,True,,,na,,0,0
tests/drivers/gpio/gpio_basic_api/peripheral.gpio,arm,atsamr21_xpro,True,,,na,,0,0
tests/drivers/hwinfo/api/peripheral.device_id,arm,atsamr21_xpro,True,,,na,,19265,18981
tests/drivers/i2c/i2c_api/peripheral.i2c,arm,atsamr21_xpro,True,,,na,,0,0
tests/drivers/ipm/peripheral.mailbox,arm,atsamr21_xpro,True,,,na,,22948,22684
tests/drivers/pinmux/pinmux_basic_api/peripheral.pinmux,arm,atsamr21_xpro,True,,,na,,0,0
tests/drivers/spi/spi_loopback/peripheral.spi,arm,atsamr21_xpro,True,,,na,,30621,30055
tests/drivers/uart/uart_async_api/peripheral.uart_async_api,arm,atsamr21_xpro,True,,,na,,37634,34596
tests/drivers/uart/uart_basic_api/peripheral.uart,arm,atsamr21_xpro,True,,,na,,20773,20539
tests/drivers/uart/uart_basic_api/peripheral.uart.poll,arm,atsamr21_xpro,True,,CONF_FILE=prj_poll.conf,na,,20773,20539
tests/drivers/uart/uart_basic_api/peripheral.uart.shell,arm,atsamr21_xpro,True,,CONF_FILE=prj_shell.conf,na,,40492,42092
tests/kernel/common/kernel.common,arm,atsamr21_xpro,True,,,na,,38945,40381
tests/kernel/common/kernel.common.misra,arm,atsamr21_xpro,True,,,na,,38835,40255
tests/kernel/context/kernel.context,arm,atsamr21_xpro,True,,,na,,31625,28029
tests/kernel/critical/kernel.critical,arm,atsamr21_xpro,True,,,na,,26557,22817
tests/kernel/critical/kernel.critical.sam,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/early_sleep/kernel.sleep,arm,atsamr21_xpro,True,,,na,,21552,20884
tests/kernel/fatal/kernel.common.stack_protection,arm,atsamr21_xpro,True,,CONF_FILE=prj.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_arm_fp_sharing,arm,atsamr21_xpro,True,,CONF_FILE=prj_arm_fp_sharing.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_armv8m_mpu_stack_guard,arm,atsamr21_xpro,True,,CONF_FILE=prj_armv8m_mpu_stack_guard.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_no_userspace,arm,atsamr21_xpro,True,,CONF_FILE=protection_no_userspace.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_sentinel,arm,atsamr21_xpro,True,,CONF_FILE=sentinel.conf,na,,22591,20427
tests/kernel/fifo/fifo_api/kernel.fifo,arm,atsamr21_xpro,True,,,na,,27121,25765
tests/kernel/fifo/fifo_api/kernel.fifo.poll,arm,atsamr21_xpro,True,,"CONF_FILE=""prj_poll.conf""",na,,29281,28405
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout,arm,atsamr21_xpro,True,,,na,,35751,25367
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout.poll,arm,atsamr21_xpro,True,,"CONF_FILE=""prj_poll.conf""",na,,37931,28043
tests/kernel/fifo/fifo_usage/kernel.fifo.usage,arm,atsamr21_xpro,True,,,na,,23957,22505
tests/kernel/fifo/fifo_usage/kernel.fifo.usage.poll,arm,atsamr21_xpro,True,,"CONF_FILE=""prj_poll.conf""",na,,26145,25181
tests/kernel/fp_sharing/float_disable/kernel.fp_sharing.float_disable.arm,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/fp_sharing/generic/kernel.fp_sharing,arm,atsamr21_xpro,True,,PI_NUM_ITERATIONS=70000,na,,0,0
tests/kernel/fp_sharing/generic/kernel.fp_sharing.arc,arm,atsamr21_xpro,True,,PI_NUM_ITERATIONS=500,na,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/interrupt/arch.interrupt,arm,atsamr21_xpro,True,,,na,,20793,20941
tests/kernel/lifo/lifo_api/kernel.lifo,arm,atsamr21_xpro,True,,,na,,24291,22831
tests/kernel/lifo/lifo_usage/kernel.lifo.usage,arm,atsamr21_xpro,True,,,na,,37859,25015
tests/kernel/mbox/mbox_api/kernel.mailbox.api,arm,atsamr21_xpro,True,,,na,,32650,29213
tests/kernel/mbox/mbox_usage/kernel.mailbox.usage,arm,atsamr21_xpro,True,,,na,,23376,21351
tests/kernel/mem_heap/mheap_api_concept/kernel.memory_heap,arm,atsamr21_xpro,True,,,na,,22063,21591
tests/kernel/mem_pool/mem_pool/kernel.memory_pool,arm,atsamr21_xpro,True,,,na,,34401,23445
tests/kernel/mem_pool/mem_pool_api/kernel.memory_pool.api,arm,atsamr21_xpro,True,,,na,,23763,22695
tests/kernel/mem_pool/mem_pool_concept/kernel.memory_pool.concept,arm,atsamr21_xpro,True,,,na,,25805,23837
tests/kernel/mem_pool/mem_pool_threadsafe/kernel.memory_pool.threadsafe,arm,atsamr21_xpro,True,,,na,,24021,20509
tests/kernel/mem_pool/sys_mem_pool/kernel.memory_pool.sys,arm,atsamr21_xpro,True,,,na,,30437,29829
tests/kernel/mem_protect/mem_protect/kernel.memory_protection,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/mem_protect/mem_protect/kernel.memory_protection.armv8m_gap_filling,arm,atsamr21_xpro,True,,CONFIG_MPU_GAP_FILLING=y,na,,0,0
tests/kernel/mem_protect/obj_validation/kernel.memory_protection.obj_validation,arm,atsamr21_xpro,True,,,na,,0,0
tests/kernel/mem_protect/protection/kernel.memory_protection.protection,arm,atsamr21_xpro,True,,,na,,0,0
